visit_year	sample_date	visit_month	station_name	sample_latitude_dd	sample_longitude_dd	water_depth_m	sample_id	sample_min_depth_m	sample_max_depth_m	scientific_name	species_flag_code	size_class	trophic_type	parameter	value	unit	plankton_group	taxon_kingdom	taxon_phylum	taxon_class	taxon_order	taxon_family	taxon_genus	taxon_hierarchy
2018	2018-12-10	12	B1	58.80317	17.62533	41		0	20	Diatoms			-AU	Biovolume concentration	0.003968747	mm3/l								
2018	2018-12-10	12	B1	58.80317	17.62533	41		0	20	Cyanobacteria			-AU	Biovolume concentration	0.000133604	mm3/l		Bacteria	Cyanobacteria					
2018	2018-12-10	12	B1	58.80317	17.62533	41		0	20	Other microalgae			-AU-MX	Biovolume concentration	0.020979276099999996	mm3/l								
2018	2018-12-10	12	B1	58.80317	17.62533	41		0	20	Dinoflagellates			-AU-MX	Biovolume concentration	0.0027574198	mm3/l								
2018	2018-12-10	12	B1	58.80317	17.62533	41		0	20	Other protozoa				Biovolume concentration	0.0	mm3/l								
2018	2018-11-13	11	B1	58.80317	17.62533	41		0	20	Diatoms			-AU	Biovolume concentration	0.0021017708	mm3/l								
2018	2018-11-13	11	B1	58.80317	17.62533	41		0	20	Cyanobacteria			-AU	Biovolume concentration	0.00090166	mm3/l		Bacteria	Cyanobacteria					
2018	2018-11-13	11	B1	58.80317	17.62533	41		0	20	Other microalgae			-AU-MX	Biovolume concentration	0.05280142299999999	mm3/l								
2018	2018-11-13	11	B1	58.80317	17.62533	41		0	20	Dinoflagellates			-AU-MX	Biovolume concentration	0.008579124799999999	mm3/l								
2018	2018-10-22	10	B1	58.80317	17.62533			0	20	Diatoms			-AU	Biovolume concentration	0.0313672516	mm3/l								
2018	2018-10-22	10	B1	58.80317	17.62533			0	20	Cyanobacteria			-AU	Biovolume concentration	0.001006576	mm3/l		Bacteria	Cyanobacteria					
2018	2018-10-22	10	B1	58.80317	17.62533			0	20	Dinoflagellates			-AU-MX	Biovolume concentration	0.05871028	mm3/l								
2018	2018-10-22	10	B1	58.80317	17.62533			0	20	Other microalgae			-AU-MX	Biovolume concentration	0.17584996233999997	mm3/l								
2018	2018-10-22	10	B1	58.80317	17.62533			0	20	Other protozoa				Biovolume concentration	0.0	mm3/l								
2018	2018-10-09	10	B1	58.80317	17.62533	42.3		0	20	Diatoms			-AU	Biovolume concentration	0.097366376	mm3/l								
2018	2018-10-09	10	B1	58.80317	17.62533	42.3		0	20	Dinoflagellates			-AU-MX	Biovolume concentration	0.042557191999999994	mm3/l								
2018	2018-10-09	10	B1	58.80317	17.62533	42.3		0	20	Cyanobacteria			-AU	Biovolume concentration	0.0003984314	mm3/l		Bacteria	Cyanobacteria					
2018	2018-10-09	10	B1	58.80317	17.62533	42.3		0	20	Other microalgae			-AU-MX	Biovolume concentration	0.10855588596	mm3/l								
2018	2018-10-09	10	B1	58.80317	17.62533	42.3		0	20	Other protozoa				Biovolume concentration	0.0	mm3/l								
2018	2018-09-27	09	B1	58.80317	17.62533	41.7		0	20	Diatoms			-AU	Biovolume concentration	0.009596047000000002	mm3/l								
2018	2018-09-27	09	B1	58.80317	17.62533	41.7		0	20	Cyanobacteria			-AU	Biovolume concentration	0.0008041604	mm3/l		Bacteria	Cyanobacteria					
2018	2018-09-27	09	B1	58.80317	17.62533	41.7		0	20	Dinoflagellates			-AU-MX	Biovolume concentration	0.021689436	mm3/l								
2018	2018-09-27	09	B1	58.80317	17.62533	41.7		0	20	Other microalgae			-AU-MX	Biovolume concentration	0.07826503756	mm3/l								
2018	2018-09-11	09	B1	58.80317	17.62533	41.5		0	20	Dinoflagellates			-AU-MX	Biovolume concentration	0.06394847699999999	mm3/l								
2018	2018-09-11	09	B1	58.80317	17.62533	41.5		0	20	Other microalgae			-AU-MX	Biovolume concentration	0.17952770590000006	mm3/l								
2018	2018-09-11	09	B1	58.80317	17.62533	41.5		0	20	Cyanobacteria			-AU	Biovolume concentration	0.034429193999999996	mm3/l		Bacteria	Cyanobacteria					
2018	2018-09-11	09	B1	58.80317	17.62533	41.5		0	20	Diatoms			-AU	Biovolume concentration	0.0059961671	mm3/l								
2018	2018-09-11	09	B1	58.80317	17.62533	41.5		0	20	Other protozoa				Biovolume concentration	0.0	mm3/l								
2018	2018-08-29	08	B1	58.80317	17.62533	43		0	20	Diatoms			-AU	Biovolume concentration	0.6979250818	mm3/l								
2018	2018-08-29	08	B1	58.80317	17.62533	43		0	20	Other microalgae			-AU-MX	Biovolume concentration	0.32432923500000005	mm3/l								
2018	2018-08-29	08	B1	58.80317	17.62533	43		0	20	Cyanobacteria			-AU	Biovolume concentration	0.0011360959999999999	mm3/l		Bacteria	Cyanobacteria					
